,id,company_id,name,first_name,last_name,open_deals_count,related_open_deals_count,closed_deals_count,related_closed_deals_count,participant_open_deals_count,participant_closed_deals_count,email_messages_count,activities_count,done_activities_count,undone_activities_count,files_count,notes_count,followers_count,won_deals_count,related_won_deals_count,lost_deals_count,related_lost_deals_count,active_flag,phone,email,first_char,update_time,delete_time,add_time,visible_to,picture_id,next_activity_date,next_activity_time,next_activity_id,last_activity_id,last_activity_date,last_incoming_mail_time,last_outgoing_mail_time,label,label_ids,im,postal_address,postal_address_lat,postal_address_long,postal_address_subpremise,postal_address_street_number,postal_address_route,postal_address_sublocality,postal_address_locality,postal_address_admin_area_level_1,postal_address_admin_area_level_2,postal_address_country,postal_address_postal_code,postal_address_formatted_address,notes,birthday,job_title,org_name,owner_name,primary_email,cc_email,owner_id.id,owner_id.name,owner_id.email,owner_id.has_pic,owner_id.pic_hash,owner_id.active_flag,owner_id.value,org_id.name,org_id.people_count,org_id.owner_id,org_id.address,org_id.label_ids,org_id.active_flag,org_id.cc_email,org_id.owner_name,org_id.value,label,Email.Email_address,primary,Phone.Phone_number,primary
10,11.0,13934494.0,Ronald Durham,Ronald,Durham,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '+1-885-267-0086x5069', 'primary': True}, {'label': 'work', 'value': 'adam48@example.net', 'primary': False}, {'label': 'work', 'value': 'andrea23@example.net', 'primary': False}]",r,2024-12-03 10:34:56,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Johnson, Warren and Moore",Jesús Maeso,+1-885-267-0086x5069,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,"Johnson, Warren and Moore",1.0,22693865.0,"94886 Martin Underpass Apt. 147, West Brittanyland, MT 51234",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,12.0,work,loririchards@example.net,False,,True
11,12.0,13934494.0,Amanda Garrett,Amanda,Garrett,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '+1-678-467-1463x84946', 'primary': True}, {'label': 'work', 'value': 'mckinneyshane@example.com', 'primary': False}, {'label': 'work', 'value': 'wrightpatricia@example.com', 'primary': False}]",a,2024-12-03 10:34:56,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Hicks-Walker,Jesús Maeso,+1-678-467-1463x84946,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Hicks-Walker,1.0,22693865.0,"51334 Walsh Mountains Apt. 863, West Sandrahaven, NV 92768",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,13.0,work,obriensandra@example.net,False,,True
12,13.0,13934494.0,Keith Christensen,Keith,Christensen,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '(640)258-6583x3595', 'primary': True}, {'label': 'work', 'value': 'manuelpowell@example.com', 'primary': False}, {'label': 'work', 'value': 'johnjohnson@example.org', 'primary': False}]",k,2024-12-03 10:34:57,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Palmer Inc,Jesús Maeso,(640)258-6583x3595,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Palmer Inc,1.0,22693865.0,"9885 Collins Plains, North Kathleen, TX 42179",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,11.0,work,,True,512.978.6585x344,True
13,14.0,13934494.0,Michael Alvarez,Michael,Alvarez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '212-601-8222x9536', 'primary': True}, {'label': 'work', 'value': 'parkerjoshua@example.com', 'primary': False}, {'label': 'work', 'value': 'anthonywall@example.net', 'primary': False}]",m,2024-12-03 10:34:57,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Melendez-Mccormick,Jesús Maeso,212-601-8222x9536,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Melendez-Mccormick,1.0,22693865.0,"05734 Marie Points, Lake Ralphchester, AZ 20079",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,14.0,work,michellestafford@example.net,False,,True
14,15.0,13934494.0,Kristen Grant,Kristen,Grant,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '(848)928-5839x36370', 'primary': True}, {'label': 'work', 'value': 'jonathanboyle@example.net', 'primary': False}, {'label': 'work', 'value': 'baileydavid@example.com', 'primary': False}]",k,2024-12-03 10:34:57,,2024-12-03 10:34:54,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Gross-Strickland,Jesús Maeso,(848)928-5839x36370,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Gross-Strickland,1.0,22693865.0,"920 Gina Summit, South Renee, GU 56279",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,16.0,work,stephanie70@example.org,False,,True
15,16.0,13934494.0,Dennis Winters,Dennis,Winters,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '001-905-646-9517x1408', 'primary': True}, {'label': 'work', 'value': 'ariana03@example.org', 'primary': False}, {'label': 'work', 'value': 'christopher64@example.net', 'primary': False}]",d,2024-12-03 10:34:57,,2024-12-03 10:34:55,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Carroll Inc,Jesús Maeso,001-905-646-9517x1408,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Carroll Inc,1.0,22693865.0,"17344 Kara Inlet, Roymouth, MS 53353",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,17.0,work,,True,2123629746,True
16,17.0,13934494.0,Dana Jones,Dana,Jones,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '936.464.0206x31768', 'primary': True}, {'label': 'work', 'value': 'amy93@example.com', 'primary': False}, {'label': 'work', 'value': 'robbinsstephen@example.net', 'primary': False}]",d,2024-12-03 10:34:57,,2024-12-03 10:34:55,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,French Ltd,Jesús Maeso,936.464.0206x31768,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,French Ltd,1.0,22693865.0,"1688 Jennifer Knoll Suite 906, Floreston, VT 95344",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,15.0,work,joesims@example.org,False,,True
17,18.0,13934494.0,Christina Bailey,Christina,Bailey,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '803-401-6741x5451', 'primary': True}, {'label': 'work', 'value': 'stoutalexander@example.net', 'primary': False}, {'label': 'work', 'value': 'elliottrandy@example.net', 'primary': False}]",c,2024-12-03 10:34:57,,2024-12-03 10:34:56,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Anderson PLC,Jesús Maeso,803-401-6741x5451,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Anderson PLC,1.0,22693865.0,"64605 Brittany Way Suite 529, Vincentshire, IA 98631",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,18.0,work,mia62@example.org,False,,True
18,19.0,13934494.0,Mathew Allison,Mathew,Allison,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '826.369.5067x2958', 'primary': True}, {'label': 'work', 'value': 'hayeswilliam@example.net', 'primary': False}, {'label': 'work', 'value': 'amy58@example.net', 'primary': False}]",m,2024-12-03 10:34:59,,2024-12-03 10:34:56,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Hernandez, Johnson and Nguyen",Jesús Maeso,826.369.5067x2958,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,"Hernandez, Johnson and Nguyen",1.0,22693865.0,"8256 Young Crossroad Apt. 646, Kristineport, KS 82020",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,19.0,work,,True,+1-504-823-4515x0681,True
19,20.0,13934494.0,Kristy Terry,Kristy,Terry,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '809-397-9607', 'primary': True}, {'label': 'work', 'value': 'oconnellhelen@example.net', 'primary': False}, {'label': 'work', 'value': 'anthony42@example.net', 'primary': False}]",k,2024-12-03 10:34:59,,2024-12-03 10:34:57,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Love, Morrison and Cook",Jesús Maeso,809-397-9607,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,"Love, Morrison and Cook",1.0,22693865.0,"0812 Michael Rue Suite 114, Tinaville, MP 07304",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,20.0,work,robert36@example.com,False,,True
20,21.0,13934494.0,Dana Johnson,Dana,Johnson,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '476.655.5860x90159', 'primary': True}, {'label': 'work', 'value': 'xchandler@example.com', 'primary': False}, {'label': 'work', 'value': 'samuellee@example.net', 'primary': False}]",d,2024-12-03 10:35:00,,2024-12-03 10:34:57,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Bailey, Morgan and Dyer",Jesús Maeso,476.655.5860x90159,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,"Bailey, Morgan and Dyer",1.0,22693865.0,"186 Moore Extensions, Dawnton, NJ 99660",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,21.0,work,danielholden@example.org,False,,True
21,22.0,13934494.0,Mary Moss,Mary,Moss,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '476-620-2257', 'primary': True}, {'label': 'work', 'value': 'erica64@example.net', 'primary': False}, {'label': 'work', 'value': 'leonardjuan@example.net', 'primary': False}]",m,2024-12-03 10:35:01,,2024-12-03 10:34:58,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Hansen LLC,Jesús Maeso,476-620-2257,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Hansen LLC,1.0,22693865.0,"16902 Kirk Springs, Bradleyside, NM 27216",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,23.0,work,,True,+1-291-959-4348x20716,True
22,23.0,13934494.0,Antonio Smith,Antonio,Smith,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '207-828-6708x586', 'primary': True}, {'label': 'work', 'value': 'annettebaker@example.net', 'primary': False}, {'label': 'work', 'value': 'hoffmangeorge@example.org', 'primary': False}]",a,2024-12-03 10:35:00,,2024-12-03 10:34:58,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Hernandez, Vaughn and Perkins",Jesús Maeso,207-828-6708x586,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,"Hernandez, Vaughn and Perkins",1.0,22693865.0,"87887 Long Unions, Kirbyshire, AL 72224",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,22.0,work,sullivanmary@example.com,False,,True
23,24.0,13934494.0,Michael Powell,Michael,Powell,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '001-918-771-0399', 'primary': True}, {'label': 'work', 'value': 'woodardjustin@example.org', 'primary': False}, {'label': 'work', 'value': 'bennettjennifer@example.com', 'primary': False}]",m,2024-12-03 10:35:01,,2024-12-03 10:34:58,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Holden-Oneill,Jesús Maeso,001-918-771-0399,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Holden-Oneill,1.0,22693865.0,"4827 Robert Dale, Port Travis, WY 64968",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,24.0,work,averydenise@example.com,False,,True
24,25.0,13934494.0,Ashley Martinez,Ashley,Martinez,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '953-302-9865x972', 'primary': True}, {'label': 'work', 'value': 'luis29@example.org', 'primary': False}, {'label': 'work', 'value': 'nnguyen@example.com', 'primary': False}]",a,2024-12-03 10:35:01,,2024-12-03 10:34:59,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,"Davis, Johnson and Palmer",Jesús Maeso,953-302-9865x972,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,"Davis, Johnson and Palmer",1.0,22693865.0,"4311 Tonya Center Suite 367, South Davidberg, KS 80920",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,25.0,work,,True,001-573-213-2794x90253,True
25,26.0,13934494.0,David Ray,David,Ray,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,True,"[{'value': '', 'primary': True}]","[{'label': 'work', 'value': '311-282-4325', 'primary': True}, {'label': 'work', 'value': 'kennethsanders@example.net', 'primary': False}, {'label': 'work', 'value': 'christine94@example.org', 'primary': False}]",d,2024-12-03 10:35:01,,2024-12-03 10:34:59,3,,,,,,,,,,[],"[{'value': '', 'primary': True}]",,,,,,,,,,,,,,,,,Rios-Rollins,Jesús Maeso,311-282-4325,jesusmaeso-sandbox@pipedrivemail.com,22693865.0,Jesús Maeso,jesusmaesog@gmail.com,0.0,,True,22693865.0,Rios-Rollins,1.0,22693865.0,"PSC 5173, Box 3692, APO AA 32791",[],True,jesusmaeso-sandbox@pipedrivemail.com,Jesús Maeso,26.0,work,tiffany37@example.net,False,,True
